TYPE,COMPANY,ZONE,STATION,VOLTAGE,NAME,LONG NAME
LINE,FE,FE,02WESTGT,138 KV,02W-TAL1,02WESTGT-TALWGATE
LINE,FE,FE,02WOODVJ,138 KV,02W-LEM1,02WOODVJ-LEMOYNE2
LINE,FE,FE,02WOODVJ,138 KV,02W-WOO1,02WOODVJ-WOODVLTE
LINE,FE,FE,1ST_ST,69 KV,1STS-5TH,1ST_ST  -5TH_ST   1STS-5TH
LINE,FE,FE,1ST_ST,69 KV,1STS-LNG,1ST_ST  -LONGVIOE 1STS-LNG
LINE,FE,FE,21STREET,69 KV,21ST-BLA,21STREET-BLACKRIV 21ST-BLA
LINE,FE,FE,21STREET,69 KV,21ST-FRN,21STREET-FRNCKSHF 21ST-FRN
LINE,FE,FE,5TH_ST,69 KV,5THS-IDE,5TH_ST  -IDEALE_T 5THS-IDE
LINE,FE,FE,6TH_ST,69 KV,6THS-BOW,6TH_ST  -BOWMAN   6THS-BOW
LINE,FE,FE,ABBE,69 KV,ABB-CAR2,ABBE-CARLISLE ABB-CAR2
LINE,FE,FE,ABBE,69 KV,ABB-RID,ABBE-RIDGETOL ABB-RID
LINE,FE,FE,ABBE,69 KV,ABB-ROB,ABBE-ROBSON_M ABB-ROB
LINE,FE,FE,ABBE,69 KV,ABB-SHA,ABBE-SHAWVILE ABB-SHA
LINE,FE,FE,ABBE,69 KV,ABB-WIN,ABBE-WINCKLES ABB-WIN
LINE,FE,FE,ACMEHILL,69 KV,ACM-SEVM,ACMEHILL-SEVILLMN ACM-SEVM
LINE,FE,FE,ACMEHILL,69 KV,ACM-SEVT,ACMEHILL-SEVILLTP ACM-SEVT
LINE,FE,FE,ADAMSFE,69 KV,ADA-BRO,ADAMSFE-BROOKBRO ADA-BRO
LINE,FE,FE,ADAMSFE,69 KV,ADA-HIG,ADAMSFE-HWAYCOMP ADA-HIG
LINE,FE,FE,AERO,69 KV,AER-VAFB,AERO-VIENNAFB AER-VAFB
LINE,FE,FE,AETNA,23 KV,AET-BAB1,AETNA-BABB
LINE,FE,FE,AETNA,23 KV,AET-URB1,AETNA-URBAN
LINE,FE,FE,AIRPRKFE,138 KV,AIR-CLA1,AIRPRKFE-CLARKOE  AIR-CLA1
LINE,FE,FE,ALCOAFE,138 KV,ALC-BAR,ALCOAFE-BARBERTO ALC-BAR
LINE,FE,FE,ALCOAFE,138 KV,ALC-WAK,ALCOAFE-WAKRON ALC-WAK
LINE,FE,FE,ALLENJUN,138 KV,ALL-ALLE,ALLENJUN-ALLENMOD ALL-ALLE
LINE,FE,FE,ALLENJUN,345 KV,ALL-FULT,ALLENJUN-FULTONFE ALL-FULT
LINE,FE,FE,ALLENJUN,345 KV,ALL-MIDW,ALLENJUN-MIDWAYTE ALL-MIDW
LINE,FE,FE,ALLENJUN,345 KV,ALL-MORO,ALLENJUN-MOROCCO TIE LINE
LINE,FE,FE,ALLENMOD,138 KV,ALL-JAC2,ALLENMOD-JACKMAN ALL-JAC2
LINE,FE,FE,ALTA,69 KV,ALT-CRPL,ALTA-CRPL_LTD ALT-CRPL
LINE,FE,FE,ALTA,69 KV,ALT-LIND,ALTA-LINDENFE ALT-LIND
LINE,FE,FE,ALTA,69 KV,ALT-TRIM,ALTA-TRIMBLE ALT-TRIM
LINE,FE,FE,AMCOR,69 KV,AMC-CLYD,AMCOR-CLYDE AMC-CLYD
LINE,FE,FE,AMCOR,69 KV,AMC-FLAT,AMCOR-FLATROCK AMC-FLAT
LINE,FE,FE,AMERAUG,69 KV,AME-POLK,AMERAUG-WSLMHLMS AME-POLK
LINE,FE,FE,AMERAUG,69 KV,AME-WSLM,AMERAUG-WSLMHLMS AME-WSLM
LINE,FE,FE,ANDOVRFE,69 KV,AND-DIL,ANDOVRFE-DILWORTH AND-SIL
LINE,FE,FE,ANDOVRFE,69 KV,AND-JAMT,ANDOVRFE-JAMESTNT AND-JAMT
LINE,FE,FE,AVERY,138 KV,AVE-SHI1,AVERY-SHINROCK 138KV
LINE,FE,FE,AVERY,69 KV,AVE-CER,AVERY-CERTPROD AVE-CER
LINE,FE,FE,AVERY,69 KV,AVE-QUA,AVERY-QUARRYFE AVE-QUA
LINE,FE,FE,AXTEL,69 KV,AXT-ELY,AXTEL-ELYRIA AXT-ELY
LINE,FE,FE,AXTEL,69 KV,AXT-SHIN,AXTEL-SHINROCK AXT-SHIN
LINE,FE,FE,BABB,138 KV,BAB-EVA1,BABB-EVANSOE
LINE,FE,FE,BABB,23 KV,BAB-EAK1,BABB-EAKRON
LINE,FE,FE,BABB,23 KV,BAB-URB1,BABB-URBAN
LINE,FE,FE,BAILIE,69 KV,BAI-BIN,BAILIE-BINGHAM BAI-BIN
LINE,FE,FE,BAILIE,69 KV,BAI-GAL,BAILIE-GALION BAI-GAL
LINE,FE,FE,BAIRDRD,69 KV,BAI-OBER,BAIRDRD-OBERLIN BAI-OBER
LINE,FE,FE,BAIRDRD,69 KV,BAI-WAKE,BAIRDRD-WAKEMAN BAI-WAKE
LINE,FE,FE,BARBERTO,138 KV,BAR-02B1,BARBERTO-02BWAK
LINE,FE,FE,BARBERTO,23 KV,BAR-BAB1,BARBERTO-BABB
LINE,FE,FE,BARBERTO,23 KV,BAR-URB1,BARBERTO-URBAN
LINE,FE,FE,BASF_CAT,69 KV,BAS-BASL,BASF_CAT-BASF_LE BAS-BASL
LINE,FE,FE,BASF_CAT,69 KV,BAS-REDM,BASF_CAT-REDMAN BAS-REDM
LINE,FE,FE,BASF_LE,69 KV,BAS-ELYR,BASF_LE-ELYRIA_H BAS-ELYR
LINE,FE,FE,BATHFE,138 KV,BAT-HICO,BATHFE  -HICKRY   BAT-HICO
LINE,FE,FE,BATHFE,138 KV,BAT-WAKR,BATHFE  -WAKRON   BAT-WAKR
LINE,FE,FE,BAYSHOR2,138 KV,BAY-02D1,BAYSHOR2-02DECANT
LINE,FE,FE,BAYSHOR2,138 KV,BAY-02O1,BAYSHOR2-02OREGON
LINE,FE,FE,BAYSHOR2,138 KV,BAY-02T1,BAYSHOR2-02TOUSNT
LINE,FE,FE,BAYSHOR2,138 KV,BAY-CNRT,BAYSHOR2-CNR_TAP BAY-CNRT
LINE,FE,FE,BAYSHOR2,138 KV,BAY-IRO1,BAYSHOR2-IRONVILL
LINE,FE,FE,BAYSHOR2,345 KV,BAY-LAL1,BAYSHOR2-LALLENDO BAY-LAL1
LINE,FE,FE,BAYSHOR2,345 KV,BAY-LAL2,BAYSHOR2-LALLENDO BAY-LAL2
LINE,FE,FE,BCKI_PTE,69 KV,BCKI-LOR,BCKI_PTE-LORENZEN BCKI-LOR
LINE,FE,FE,BELLEP,138 KV,BEL-02M1,BELLEP  -02MLCRK  BEL-02M1
LINE,FE,FE,BELLVTAP,69 KV,BEL-HAN,BELLVTAP-HANSON BEL-HAN
LINE,FE,FE,BELLVTAP,69 KV,BELT-BUN,BELLVTAP-BUNGE BELT-BUN
LINE,FE,FE,BELLVUFE,69 KV,BEL-BELT,BELLVUFE-BELLVTAP BEL-BELT
LINE,FE,FE,BELLVUFE,69 KV,BEL-FLA,BELLVUFE-FLATROCK BEL-FLA
LINE,FE,FE,BELLVUFE,69 KV,BEL-GRO,BELLVUFE-GROTON BEL-GRO
LINE,FE,FE,BELLVUFE,69 KV,BEL-MIT,BELLVUFE-MITSBSHI BEL-MIT
LINE,FE,FE,BENDXTP2,69 KV,BEN-JOH,BENDXTP2-JOHNSOFE BEN-JOH
LINE,FE,FE,BENDXTP2,69 KV,BEN-RID,BENDXTP2-RIDGETOL BEN-RID
LINE,FE,FE,BENDXTP2,69 KV,BEN-SHA,BENDXTP2-SHAWVILE BEN-SHA
LINE,FE,FE,BERLNLK,138 KV,BER-BLUE,BERLNLK-BLUEBELL BER-BLUE
LINE,FE,FE,BERLNLK,138 KV,BER-NILE,BERLNLK-NILES BER-NILE
LINE,FE,FE,BERLNLK,69 KV,BER-CAN1,BERLINLK-CANFIELD BER-CAN1
LINE,FE,FE,BERLNLK,69 KV,BER-PIDG,BERLNLK-PIDGEON BER-PIDG
LINE,FE,FE,BIGPLAIN,69 KV,BIG-LON,BIGPLAIN-LONDONOE BIG-LON
LINE,FE,FE,BIGPLAIN,69 KV,BIG-LONC,BIGPLAIN-LONDNCOR BIG-LONC
LINE,FE,FE,BINGHAM,69 KV,BIN-EDI,BINGHAM-EDISONMO BIN-EDI
LINE,FE,FE,BINGHAM,69 KV,BNGH-YKT,BINGHAM -YK_HR_T  BNGH-YKT
LINE,FE,FE,BLACKRIV,138 KV,BLA-CHA,BLACKRIV-CHARLSTN BLA-CHA
LINE,FE,FE,BLACKRIV,138 KV,BLA-LAK1,BLACKRIV-LAKEAVE2 BLA-LAK1
LINE,FE,FE,BLACKRIV,138 KV,BLA-LAK2,BLACKRIV-LAKEAVE2 BLA-LAK2
LINE,FE,FE,BLACKRIV,138 KV,BLA-REPA,BLACKRIV-REP_ARC  BLA-REPA
LINE,FE,FE,BLACKRIV,138 KV,BLA-REPV,BLACKRIV-REPVINE  BLA-REPV
LINE,FE,FE,BLACKRIV,69 KV,BLA-ELY,BLACKRIV-ELYRIA BLA-ELY
LINE,FE,FE,BLACKRIV,69 KV,BLA-OAK,BLACKRIV-OAKWOOD2 BLA-OAK
LINE,FE,FE,BLMFLDFE,69 KV,BLO-DIL,BLMFLDFE-DILWORTH BLO-DIL
LINE,FE,FE,BLMFLDFE,69 KV,BLO-PAR,BLMFLDFE-PARKMAN BLO-PAR
LINE,FE,FE,BLUEBELL,138 KV,BLU-02A1,BLUEBELL-02AMSTED
LINE,FE,FE,BLUEBELL,138 KV,BLU-KNO1,BLUEBELL-KNOX 138KV
LINE,FE,FE,BLUEBELL,138 KV,BLU-PID1,BLUEBELL-PIDGEON
LINE,FE,FE,BLUEBELL,69 KV,BLU-GLC1,BLUEBELL-GLCRSTOE
LINE,FE,FE,BLUEBELL,69 KV,BLU-KNO2,BLUEBELL-KNOX 69KV
LINE,FE,FE,BOGART,69 KV,BOG-RYE,BOGART-RYEBCHRD BOG-RYE
LINE,FE,FE,BOGART,69 KV,BOG-WIL,BOGART-WILMER BOG-WIL
LINE,FE,FE,BOWL_GR2,69 KV,BOW2-TON,BOWL_GR2-TONTOGNY BOW2-TON
LINE,FE,FE,BOWL_GR3,69 KV,BOW3-GR2,BOWL_GR3-BOWL_GR2 BOW3-GR2
LINE,FE,FE,BOWL_GR4,69 KV,BOW4-GR3,BOWL_GR4-BOWL_GR3 BOW4-GR3
LINE,FE,FE,BOWL_GR4,69 KV,BOW4-GR6,BOWL_GR4-BOWL_GR6 BOW4-GR6
LINE,FE,FE,BOWL_GR5,69 KV,BOW5-BRM,BOWL_GR5-02BRIM   BOW5-BRM
LINE,FE,FE,BOWL_GR5,69 KV,BOW5-GR2,BOWL_GR5-BOWL_GR2 BOW5-GR2
LINE,FE,FE,BOWL_GR6,69 KV,BOW6-GR7,BOWL_GR6-BOWL_GR7 BOW6-GR7
LINE,FE,FE,BOWL_GR7,69 KV,BOW7-PGA,BOWL_GR7-PGAE_72  BOW7-PGA
LINE,FE,FE,BP_HUSKY,138 KV,BAY-BP1,BP_HUSKY-BAYSHOR2 BAY-BP1
LINE,FE,FE,BP_HUSKY,138 KV,BAY-BP2,BP_HUSKY-BAYSHOR2 BAY-BP2
LINE,FE,FE,BP_HUSKY,138 KV,BPH-02F1,BP_HUSKY-02FORTIN BPH-02F1
LINE,FE,FE,BP_HUSKY,138 KV,BPH-02F2,BP_HUSKY-02FREY   BPH-02F2
LINE,FE,FE,BP_HUSKY,69 KV,BPH-BPI,BP_HUSKY-BP_OIL BPH-BPI
LINE,FE,FE,BP_HUSKY,69 KV,BPH-BPO,BP_HUSKY-BP_OIL BPH-BPO
LINE,FE,FE,BP_HUSKY,69 KV,BPH-BPV,BP_HUSKY-BP_VRDS BPH-BPV
LINE,FE,FE,BP_OIL,69 KV,BPOL-PTE,BP_OIL  -BPOILPTE BPOL-PTE
LINE,FE,FE,BP_OIL,69 KV,BPOL-VR1,BP_OIL  -BP_VRDS_ BPOL-VR1
LINE,FE,FE,BP_OIL,69 KV,BPOL-VR2,BP_OIL  -BP_VRDS_ BPOL-VR2
LINE,FE,FE,BRIDGEOE,138 KV,BRI-IVA1,BRIDGEOE-IVANHOOE
LINE,FE,FE,BRIGTN,138 KV,BRI-CAM1,BRIGTN  -CAMDEN2  BRI-CAM1
LINE,FE,FE,BROADVW,138 KV,BRO-CLA,BROADVW-CLARKOE BRO-CLA
LINE,FE,FE,BROADVW,138 KV,BRO-ESP,BROADVW-ESPROHED BRO-ESP
LINE,FE,FE,BROADVW,138 KV,BRO-MIL,BROADVW-02MLCRK BRO-MIL
LINE,FE,FE,BROADVW,138 KV,BRO-URB,BROADVW-09URBANA BRO-URB
LINE,FE,FE,BROADVW,69 KV,BRO-COL,BROADVW-COLUMBRD BRO-COL
LINE,FE,FE,BROADVW,69 KV,BRO-MOO,BROADVW-MOOREFLD BRO-MOO
LINE,FE,FE,BROADVW,69 KV,BRO-NAV,BROADVW-NAVISTAR BRO-NAV
LINE,FE,FE,BROADVW,69 KV,BRO-TEC,BROADVW-TECHII BRO-TEC
LINE,FE,FE,BROOKBRO,69 KV,BRO-SAU,BROOKBRO-SAUER BRO-SAU
LINE,FE,FE,BROOKFLD,69 KV,BRO-MAS,BROOKFLD-MASURY BRO-MAS
LINE,FE,FE,BROOKSID,138 KV,BRO-LON1,BROOKSID-LONGVIOE
LINE,FE,FE,BROOKSID,138 KV,BRO-MAD1,BROOKSID-MADISOE
LINE,FE,FE,BROOKSID,138 KV,BRO-MIL1,BROOKSID-MILLIRON BRO-MIL1
LINE,FE,FE,BROOKSID,138 KV,BRO-NOT,BROOKSID-NOTINGHA BRO-NOT
LINE,FE,FE,BROOKSID,138 KV,BRO-ROS1,BROOKSID-ROSSOE
LINE,FE,FE,BROOKSID,138 KV,BRO-TRO1,BROOKSID-TROY_LM  BRO-TRO1
LINE,FE,FE,BROOKSID,138 KV,BRO-WEL1,BROOKSID-WELLINGT
LINE,FE,FE,BROOKSID,69 KV,BRO-POLK,BROOKSID-POLK BRO-POL
LINE,FE,FE,BROSHCO,69 KV,BRO-CRPL,BROSHCO-CRPL_LTD BRO-CRPL
LINE,FE,FE,BROSHCO,69 KV,BRO-TRI,BROSHCO-TRIM_TAP BRO-TRI
LINE,FE,FE,BRUNSWOE,138 KV,BRU-LAU,BRUNSWOE-LAURELRD BRU-LAU
LINE,FE,FE,BRUSHWLM,69 KV,BRUH-OAK,BRUSHWLM-OAKHARBR BRUH-OAK
LINE,FE,FE,BRUSHWLM,69 KV,BRUH-TOU,BRUSHWLM-02TOUSNT BRUH-TOU
LINE,FE,FE,BRYAN,69 KV,BRYN-BTP,BRYAN   -BRYAN_TP BRYN-BTP
LINE,FE,FE,BRYAN_TP,69 KV,BRTP-STR,BRYAN_TP-STRYKER  BRTP-STR
LINE,FE,FE,BUCKEY,138 KV,BUC-LAU,BUCKEYE-LAURELRD BUC-LAU
LINE,FE,FE,BUCKEY,138 KV,BUC-NME,BUCKEY  -N_MEDINA BUC-NME
LINE,FE,FE,BUCKEYEP,69 KV,BUC-SHIN,BUCKEYEP-SHINROCK BUC-SHIN
LINE,FE,FE,BUCKEYEP,69 KV,BUC-WAKE,BUCKEYEP-WAKEMAN BUC-WAKE
LINE,FE,FE,BUNGE,69 KV,BUN-NOR,BUNGE-NORFOLK BUN-NOR
LINE,FE,FE,BURBANK,69 KV,BUR-LODI,BURBANK-LODIMUNI BUR-LODI
LINE,FE,FE,BURBANK,69 KV,BUR-SEVT,BURBANK-SEVILLTP BUR-SEVT
LINE,FE,FE,CAIRNS,138 KV,CAI-ONT,CAIRNS  -ONTARIOE CAI-ONT
LINE,FE,FE,CALPHALN,138 KV,02W-CAL,CALPHALN-02WALBRD 02W-CAL
LINE,FE,FE,CAMDEN2,138 KV,CAM-HEN1,CAMDEN2 -HENRIETA CAM-HEN1
LINE,FE,FE,CARLISLE,138 KV,CAR-02L1,CARLISLE-NATLBRN
LINE,FE,FE,CARLISLE,138 KV,CAR-CON1,CARLISLE-CONCAST  CAR-CON1
LINE,FE,FE,CARLISLE,138 KV,CAR-FIE1,CARLISLE-FIELDST  CAR-FIE1
LINE,FE,FE,CARLISLE,138 KV,CAR-GAT1,CARLISLE-GATESOE
LINE,FE,FE,CARLISLE,345 KV,CAR-NME,CARLISLE-N_MEDINA CAR-NME
LINE,FE,FE,CARLISLE,69 KV,CAR-LAGR,CARLISLE-LAGRANG1 CAR-LAGR
LINE,FE,FE,CARLISLE,69 KV,CAR-ROB,CARLISLE-ROBSON_M CAR-ROB
LINE,FE,FE,CARLISLE,69 KV,CAR-WOO,CARLISLE-WOODFORD CAR-WOO
LINE,FE,FE,CARRIAGE,69 KV,CAR-GERB,CARRIAGE-GERBER CAR-GERB
LINE,FE,FE,CARRIAGE,69 KV,CAR-HANV,CARRIAGE-HANVILLE CAR-HANV
LINE,FE,FE,CARRIAGE,69 KV,CAR-MIL,CARRIAGE-MILANM_N CAR-MIL
LINE,FE,FE,CARRIAGE,69 KV,CAR-SAU,CARRIAGE-SAUER CAR-SAU
LINE,FE,FE,CASCADE,69 KV,CAS-ELM,CASCADE-ELMWODFE CAS-ELM
LINE,FE,FE,CASCADE,69 KV,CAS-ESPR,CASCADE-ESPROHED CAS-ESPR
LINE,FE,FE,CASTALFE,69 KV,CAS-GRE,CASTALFE-GREENFOE CAS-GRE
LINE,FE,FE,CASTALFE,69 KV,CAS-GRO,CASTALFE-GROTON CAS-GRO
LINE,FE,FE,CERTPROD,69 KV,CER-MIL,CERTPROD-MILANM_N CER-MIL
LINE,FE,FE,CHARLSTN,138 KV,CHA-02L,CHARLSTN-02LORAIN CHA-02L
LINE,FE,FE,CHARLSTN,138 KV,CHA-PAL1,CHARLSTN-PALMAVE CHA-PAL1
LINE,FE,FE,CHARLSTN,138 KV,CHA-PAL2,CHARLSTN-PALMAVE CHA-PAL2
LINE,FE,FE,CHEMFAB,69 KV,CHEM-HAW,CHEMFAB -HAWLEY   CHEM-HAW
LINE,FE,FE,CHRYSLE2,138 KV,CHR-SHEL,CHRYSLER-SHELBYFS CHR-SHEL
LINE,FE,FE,CHURCHIL,69 KV,CHU-SALT,CHURCHIL-SALTSPRG CHU-SALT
LINE,FE,FE,CHURCHIL,69 KV,CHU-VIE,CHURCHIL-VIENNAFE CHU-VIE
LINE,FE,FE,CITGO,69 KV,CITG-BPO,CITGO-IRONVILLE TAP
LINE,FE,FE,CLARKOE,69 KV,CLA-FER,CLARKOE-FERNCLIF CLA-FER
LINE,FE,FE,CLARKOE,69 KV,CLA-MOY,CLARKOE-MOYNO CLA-MOY
LINE,FE,FE,CLARKOE,69 KV,CLA-VAL,CLARKOE-VALLEYFE CLA-VAL
LINE,FE,FE,CLARKOE,69 KV,CLA-WES,CLARKOE-WSTRNFE CLA-WES
LINE,FE,FE,CLARKSTC,69 KV,CLA-ELM,CLARKSTC-ELMWODFE CLA-ELM
LINE,FE,FE,CLARKSTC,69 KV,CLA-LEF,CLARKSTC-LEFFELS CLA-LEF
LINE,FE,FE,CLINE,69 KV,CLNE-THR,CLINE   -THRMODIS CLNE-THR
LINE,FE,FE,CLOVEROE,138 KV,CLO-BAR1,CLOVEROE-BARBERTO
LINE,FE,FE,CLOVEROE,138 KV,CLO-HAR1,CLOVEROE-HARMONOE CLO-HAR1
LINE,FE,FE,CLOVEROE,138 KV,CLO-HAR2,CLOVEROE-HARMONOE CLO-HAR2
LINE,FE,FE,CLOVEROE,138 KV,CLO-LEGE,CLO-LEGE
LINE,FE,FE,CLOVEROE,138 KV,CLO-ROS1,CLOVEROE-ROSSOE
LINE,FE,FE,CLOVEROE,138 KV,CLO-YAG,CLOVEROE-YAGER CLO-YAG
LINE,FE,FE,CLOVEROE,69 KV,CLO-HARA,CLOVEROE-HARMONOE CLO-HARA
LINE,FE,FE,CLOVEROE,69 KV,CLO-HARB,CLOVEROE-HARMONOE CLO-HARB
LINE,FE,FE,CLYDEFE,69 KV,CLYD-GRN,CLYDE-GRNSPRNG CLYD-GRN
LINE,FE,FE,CNR_TAP,138 KV,CNR-JEE2,CNR_TAP-02JP CNR-JEE2
LINE,FE,FE,CNTRALOE,138 KV,CNT-MCD1,CNTRALOE-MCDSTEEL
LINE,FE,FE,COLNPK,69 KV,COL-RYAN,COLNPK-RYAN_T COL-RYAN
LINE,FE,FE,COLNPK,69 KV,COLS-IRN,COLNPK  -IRONVILL COLS-IRN
LINE,FE,FE,COLUMBI5,69 KV,COL-MED,COLUMBIA-MEDINA COL-MED
LINE,FE,FE,COLUMBI5,69 KV,COL-SHA,COLUMBI5-SHAWVILE COL-SHA
LINE,FE,FE,COLUMBRD,69 KV,COL-ESPR,COLUMBRD-ESPROHED COL-ESPR
LINE,FE,FE,CONGRESS,138 KV,CON-TOR,CONGRESS-TORONTO CON-TOR
LINE,FE,FE,COOKFE,69 KV,COOK-JEF,COOKFE  -JEFFERSN COOK-JEF
LINE,FE,FE,COOKFE,69 KV,COOK-LNG,COOKFE  -LONGVIOE COOK-LNG
LINE,FE,FE,COVERTFE,69 KV,COV-GRE,COVERTFE-GREENFOE COV-GRE
LINE,FE,FE,COVERTFE,69 KV,COV-OHI,COVERTFE-OHIOVETH COV-OHI
LINE,FE,FE,CRANBERY,138 KV,CRA-FER,CRANBERY-FERNWY   CRA-FER
LINE,FE,FE,CRANBERY,138 KV,CRA-HOY,CRANBERY-HOYTDAL2 CRA-HOY
LINE,FE,FE,CRANBERY,138 KV,CRA-JAC,CRANBERY-JACKSNOE CRA-JAC
LINE,FE,FE,CRANBERY,138 KV,CRA-TRA,CRANBERY-TRALUM   CRA-TRA
LINE,FE,FE,CRANBERY,500 KV,CAB-CRA,CRANBERY-CABOT    CAB-CRA
LINE,FE,FE,CRANBERY,500 KV,CRA-WYL,CRANBERY-WYLIERID CRA-WYL
LINE,FE,FE,CRESTLN,69 KV,CRS-GALI,CRESTLN-GALIO2_M CRS-GALI
LINE,FE,FE,CRISS,138 KV,CRI-DEL1,CRISS   -DELPARK  CRI-DEL1
LINE,FE,FE,CRISS,138 KV,CRI-KIRB,CRISS-KIRBY CRI-KIRB
LINE,FE,FE,CRISS,138 KV,CRI-ROBE,CRISS-ROBERTOE CRI-ROBE
LINE,FE,FE,CRISS,34 KV,CRI-ROB1,CRISS-ROBERTOE
LINE,FE,FE,CROSSFE,138 KV,CRO-SHR1,CROSSFE-SHRPQS
LINE,FE,FE,CROSSFE,138 KV,DUF-CRO,CROSSFE -DUFERCO  DUF-CRO
LINE,FE,FE,CRPL_LTD,69 KV,CRPL-LEA,CRPL_LTD-LESIDE   CRPL-LEA
LINE,FE,FE,DALEOE,138 KV,DAL-MOO1,DALEOE-MOOREOE
LINE,FE,FE,DALEOE,69 KV,DAL-BLU1,DALEOE-BLUEBELL
LINE,FE,FE,DALEOE,69 KV,DAL-CLO1,DALEOE-CLOVEROE
LINE,FE,FE,DALEOE,69 KV,DAL-GLC1,DALEOE-GLCRSTOE
LINE,FE,FE,DANA,138 KV,DAN-STL,DANA    -ST_LUK   DAN-STL
LINE,FE,FE,DARBYFE,69 KV,DAR-NCA,DARBYFE-NEWCALI DAR-NCA
LINE,FE,FE,DARBYFE,69 KV,DAR-OHI,DARBYFE-OHIORIV DAR-OHI
LINE,FE,FE,DARROW,138 KV,DAR-02T1,DARROW-02TEREX
LINE,FE,FE,DARROW,138 KV,DAR-BRA1,DARROW-BRADYLAK
LINE,FE,FE,DARROW,69 KV,DAR-HUD,DARROW-HUDSONSM DAR-HUD
LINE,FE,FE,DARROW,69 KV,DAR-KENT,DARROW-KENT2 DAR-KENT
LINE,FE,FE,DARROW,69 KV,DAR-STOW,DARROW-STOW_FE DAR-STOW
LINE,FE,FE,DAVISBES,345 KV,DAV-BAY1,DAVISBES-BAYSHOR2
LINE,FE,FE,DAVISBES,345 KV,DAV-LEM1,DAVISBES-LEMOYNE2
LINE,FE,FE,DEBOLT_M,69 KV,DEBT-JEF,DEBOLT_M-JEFFERSN DEBT-JEF
LINE,FE,FE,DEER,69 KV,DEE-LON,DEER-LONDONOE DEE-LON
LINE,FE,FE,DEER,69 KV,DEE-LONT,DEER-LONDONTP DEE-LONT
LINE,FE,FE,DELAFOIL,138 KV,02F-DEL,DELAFOIL-02FIVEPT 02F-DEL
LINE,FE,FE,DELAFOIL,138 KV,DEL-DOWL,DELAFOIL-DOWLING DEL-DOWL
LINE,FE,FE,DELPARK,138 KV,DEL-TAN,DELPARK -TANGY    DEL-TAN
LINE,FE,FE,DETROIT,69 KV,DETR-CHM,DETROIT -CHEMFAB  DETR-CHM
LINE,FE,FE,DETROIT,69 KV,DETR-DIX,DETROIT -DIXIEFE  DETR-DIX
LINE,FE,FE,DETROIT,69 KV,DETR-JAK,DETROIT -JACKMAN  DETR-JAK
LINE,FE,FE,DILWORTH,69 KV,DIL-HAR,DILWORTH-HARTFDFE DIL-HAR
LINE,FE,FE,DOBINS,138 KV,DOB-PEN,DOBINS-PENNANT DOB-PEN
LINE,FE,FE,DOWLING,138 KV,DOW-HOM,DOWLING-HOMEDEPT DOW-HOM
LINE,FE,FE,DOWLING,138 KV,DOW-LIME,DOWLING-02LIMECT DOW-LIME
LINE,FE,FE,DOWLING,138 KV,DOW-MIDW,DOWLING-MIDWAYTE DOW-MIDW
LINE,FE,FE,DOWLING,345 KV,DOW-FULT,DOWLING-FULTONFE DOW-FULT
LINE,FE,FE,DOWLING,345 KV,DOW-LEM1,DOWLING-LEMOYNE2 DOW-LEM1
LINE,FE,FE,EAKRON,138 KV,EAK-GLC1,EAKRON-GLCRSTOE
LINE,FE,FE,EAKRON,138 KV,EAK-HAY,EAKRON-HAYELMRZ EAK-HAY
LINE,FE,FE,EAKRON,138 KV,EAK-OLD,EAKRON  -OLDFORGE EAK-OLD
LINE,FE,FE,EASTSIDE,69 KV,EAS-FRE,EASTSIDE-FREEMAN EAS-FRE
LINE,FE,FE,EASTSIDE,69 KV,EAS-OSK,EASTSIDE-OSKELLY EAS-OSK
LINE,FE,FE,EATONFE,69 KV,EAT-FRE,EATONFE-FREEDME EAT-FRE
LINE,FE,FE,EDGRTN_T,69 KV,EDGR-BRY,EDGRTN_T-BRYAN    EDGR-BRY
LINE,FE,FE,EDISONMO,69 KV,EDI-SCH,EDISONMO-SCHAAF EDI-SCH
LINE,FE,FE,EDON,69 KV,EDON-EDG,EDON    -EDGRTN_T EDON-EDG
LINE,FE,FE,ELMOHED,138 KV,ELM-02C1,ELMOHED-02CORTLD
LINE,FE,FE,ELMOHED,138 KV,ELM-GAR1,ELMOHED-GARDENOE
LINE,FE,FE,ELMOHED,138 KV,ELM-PAC1,ELMOHED-PACKRDOE
LINE,FE,FE,ELMORE_M,69 KV,ELMR-BRH,ELMORE_M-BRUSHWLM ELMR-BRH
LINE,FE,FE,ELWODOE,138 KV,ELW-02E1,ELWODOE-02ELWOOD
LINE,FE,FE,ELWODOE,138 KV,ELW-LNC1,ELWODOE-LNCOLNPK
LINE,FE,FE,ELWODOE,138 KV,ELW-MAS1,ELWODOE-MASURY
LINE,FE,FE,ELYRIAF2,69 KV,ELY-SHEW,ELYRIAF2-SHEWANGO ELY-SHEW
LINE,FE,FE,ELYRIAF2,69 KV,ELY-WOOD,ELYRIAF2-WOODFORD ELY-WOOD
LINE,FE,FE,ELYRIA_H,69 KV,ELY-WINK,ELYRIA_H-WINCKLES ELY-WINK
LINE,FE,FE,ESPROHED,138 KV,ESP-AIR1,ESPROHED-AIRPRKFE ESP-AIR1
LINE,FE,FE,ESPROHED,138 KV,ESP-NTIT,ESPROHED-NTITUS ESP-NTIT
LINE,FE,FE,ESPROHED,69 KV,ESPR-FRE,ESPROHED-FREEMAN ESPR-FRE
